"categoria","file","riga","testo"
"callout-tip","chapters/causalita/03_causalityOLD.qmd",294,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/causalita/03_causalityOLD.qmd",320,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/causalita/03_causalityOLD.qmd",338,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-important","chapters/causalita/03_causalityOLD.qmd",13,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"metadato-esercizio","chapters/causalita/03_causalityOLD.qmd",261,"*Codice: no · 10 minuti*"
"metadato-esercizio","chapters/causalita/03_causalityOLD.qmd",280,"*Codice: no · 10 minuti*"
"metadato-esercizio","chapters/causalita/03_causalityOLD.qmd",304,"*Codice: no · 15 minuti*"
"metadato-esercizio","chapters/causalita/03_causalityOLD.qmd",330,"*Codice: no · 15 minuti*"
"callout-note","chapters/crisi/_intro_sec_crisis.qmd",1,"::: {.callout-note appearance=""minimal""}"
"callout-tip","chapters/crisi/_intro_sec_crisis.qmd",11,"::: {.callout-tip}"
"callout-important","chapters/crisi/_intro_sec_crisis.qmd",24,"::: {.callout-important}"
"callout-caution","chapters/crisi/_intro_sec_crisis.qmd",34,"::: {.callout-caution appearance=""simple""}"
"callout-note","chapters/crisi/01_crisis.qmd",3,"::: {.callout-note appearance=""minimal"" title=""Come usare questo capitolo""}"
"callout-note","chapters/crisi/01_crisis.qmd",25,"::: {.callout-note}"
"callout-note","chapters/crisi/01_crisis.qmd",261,"::: {.callout-note collapse=""true""}"
"callout-note","chapters/crisi/01_crisis.qmd",286,"::: {.callout-note collapse=""true""}"
"callout-note","chapters/crisi/01_crisis.qmd",310,"::: {.callout-note collapse=""true""}"
"callout-note","chapters/crisi/01_crisis.qmd",328,"::: {.callout-note collapse=""true""}"
"callout-note","chapters/crisi/01_crisis.qmd",342,"::: {.callout-note appearance=""simple""}"
"callout-note","chapters/crisi/01_crisis.qmd",352,"::: {.callout-note collapse=""true"" title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/crisi/01_crisis.qmd",18,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/crisi/01_crisis.qmd",267,"::: {.callout-tip collapse=""true""}"
"callout-tip","chapters/crisi/01_crisis.qmd",292,"::: {.callout-tip collapse=""true""}"
"callout-tip","chapters/crisi/01_crisis.qmd",316,"::: {.callout-tip collapse=""true""}"
"callout-tip","chapters/crisi/01_crisis.qmd",334,"::: {.callout-tip collapse=""true""}"
"callout-important","chapters/crisi/01_crisis.qmd",10,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-important","chapters/crisi/01_crisis.qmd",208,"::: {.callout-important}"
"sessionInfo","chapters/crisi/01_crisis.qmd",354,"sessionInfo()"
"callout-note","chapters/diagnosi/_intro_sec_limits.qmd",1,"::: {.callout-note appearance=""minimal""}"
"callout-tip","chapters/diagnosi/_intro_sec_limits.qmd",9,"::: {.callout-tip}"
"callout-important","chapters/diagnosi/_intro_sec_limits.qmd",25,"::: {.callout-important}"
"callout-caution","chapters/diagnosi/_intro_sec_limits.qmd",38,"::: {.callout-caution appearance=""simple""}"
"callout-note","chapters/diagnosi/01_limits_stat_freq.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/diagnosi/01_limits_stat_freq.qmd",136,"::: {.callout-note title=""Riflessione""}"
"callout-note","chapters/diagnosi/01_limits_stat_freq.qmd",281,"::: {.callout-note title=""Implicazioni pratiche""}"
"callout-note","chapters/diagnosi/01_limits_stat_freq.qmd",592,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/diagnosi/01_limits_stat_freq.qmd",621,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/diagnosi/01_limits_stat_freq.qmd",671,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/diagnosi/01_limits_stat_freq.qmd",720,"::: {.callout-note collapse=""true"" title=""Elementi per la risposta""}"
"callout-note","chapters/diagnosi/01_limits_stat_freq.qmd",734,"::: {.callout-note collapse=""true"" title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/diagnosi/01_limits_stat_freq.qmd",21,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/diagnosi/01_limits_stat_freq.qmd",588,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/diagnosi/01_limits_stat_freq.qmd",617,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/diagnosi/01_limits_stat_freq.qmd",667,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/diagnosi/01_limits_stat_freq.qmd",716,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-important","chapters/diagnosi/01_limits_stat_freq.qmd",11,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-important","chapters/diagnosi/01_limits_stat_freq.qmd",438,"::: {.callout-important title=""Distinzione essenziale""}"
"callout-caution","chapters/diagnosi/01_limits_stat_freq.qmd",28,"::: {.callout-caution collapse=""true"" title=""Preparazione del notebook""}"
"sessionInfo","chapters/diagnosi/01_limits_stat_freq.qmd",736,"sessionInfo()"
"callout-note","chapters/diagnosi/02_effect_size.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/diagnosi/02_effect_size.qmd",58,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/diagnosi/02_effect_size.qmd",577,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/diagnosi/02_effect_size.qmd",596,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/diagnosi/02_effect_size.qmd",615,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/diagnosi/02_effect_size.qmd",641,"::: {.callout-note collapse=""true"" title=""Elementi per la risposta""}"
"callout-note","chapters/diagnosi/02_effect_size.qmd",647,"::: {.callout-note collapse=true title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/diagnosi/02_effect_size.qmd",21,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/diagnosi/02_effect_size.qmd",573,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/diagnosi/02_effect_size.qmd",592,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/diagnosi/02_effect_size.qmd",611,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/diagnosi/02_effect_size.qmd",637,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-important","chapters/diagnosi/02_effect_size.qmd",11,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-caution","chapters/diagnosi/02_effect_size.qmd",29,"::: {.callout-caution collapse=true title=""Preparazione del notebook""}"
"sessionInfo","chapters/diagnosi/02_effect_size.qmd",649,"sessionInfo()"
"metadato-esercizio","chapters/diagnosi/02_effect_size.qmd",564,"*Codice: no · 5–10 minuti*"
"metadato-esercizio","chapters/diagnosi/02_effect_size.qmd",583,"*Codice: no · 5–10 minuti*"
"metadato-esercizio","chapters/diagnosi/02_effect_size.qmd",602,"*Codice: sì · 10–15 minuti*"
"metadato-esercizio","chapters/diagnosi/02_effect_size.qmd",629,"*Codice: no · 10 minuti*"
"callout-note","chapters/diagnosi/03_s_m_errors.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/diagnosi/03_s_m_errors.qmd",61,"::: {.callout-note title=""La sequenza da ricordare""}"
"callout-note","chapters/diagnosi/03_s_m_errors.qmd",558,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/diagnosi/03_s_m_errors.qmd",578,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/diagnosi/03_s_m_errors.qmd",605,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/diagnosi/03_s_m_errors.qmd",630,"::: {.callout-note collapse=""true"" title=""Elementi per la risposta""}"
"callout-note","chapters/diagnosi/03_s_m_errors.qmd",634,"::: {.callout-note collapse=""true"" title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/diagnosi/03_s_m_errors.qmd",17,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/diagnosi/03_s_m_errors.qmd",529,"::: {.callout-tip title=""Risposte alle domande iniziali"" collapse=""true""}"
"callout-tip","chapters/diagnosi/03_s_m_errors.qmd",554,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/diagnosi/03_s_m_errors.qmd",574,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/diagnosi/03_s_m_errors.qmd",601,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/diagnosi/03_s_m_errors.qmd",626,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-important","chapters/diagnosi/03_s_m_errors.qmd",7,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-caution","chapters/diagnosi/03_s_m_errors.qmd",24,"::: {.callout-caution collapse=""true"" title=""Preparazione del notebook""}"
"sessionInfo","chapters/diagnosi/03_s_m_errors.qmd",636,"sessionInfo()"
"metadato-esercizio","chapters/diagnosi/03_s_m_errors.qmd",540,"*Codice: no · Tempo indicativo: 10 minuti*"
"metadato-esercizio","chapters/diagnosi/03_s_m_errors.qmd",566,"*Codice: no · Tempo indicativo: 10 minuti*"
"metadato-esercizio","chapters/diagnosi/03_s_m_errors.qmd",586,"*Codice: sì · Tempo indicativo: 15 minuti*"
"metadato-esercizio","chapters/diagnosi/03_s_m_errors.qmd",613,"*Codice: no · Tempo indicativo: 10 minuti*"
"callout-note","chapters/diagnosi/04_p_values.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/diagnosi/04_p_values.qmd",171,"::: {.callout-note title=""Il punto da ricordare""}"
"callout-note","chapters/diagnosi/04_p_values.qmd",537,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/diagnosi/04_p_values.qmd",558,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/diagnosi/04_p_values.qmd",589,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/diagnosi/04_p_values.qmd",609,"::: {.callout-note collapse=""true"" title=""Elementi per la risposta""}"
"callout-note","chapters/diagnosi/04_p_values.qmd",615,"::: {.callout-note collapse=""true"" title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/diagnosi/04_p_values.qmd",21,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/diagnosi/04_p_values.qmd",511,"::: {.callout-tip title=""Risposte alle domande iniziali"" collapse=""true""}"
"callout-tip","chapters/diagnosi/04_p_values.qmd",533,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/diagnosi/04_p_values.qmd",554,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/diagnosi/04_p_values.qmd",585,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/diagnosi/04_p_values.qmd",605,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-important","chapters/diagnosi/04_p_values.qmd",11,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-warning","chapters/diagnosi/04_p_values.qmd",395,"::: {.callout-warning title=""Una formulazione da evitare""}"
"callout-caution","chapters/diagnosi/04_p_values.qmd",28,"::: {.callout-caution collapse=""true"" title=""Preparazione del notebook""}"
"sessionInfo","chapters/diagnosi/04_p_values.qmd",617,"sessionInfo()"
"metadato-esercizio","chapters/diagnosi/04_p_values.qmd",522,"*Codice: no · Tempo indicativo: 10 minuti*"
"metadato-esercizio","chapters/diagnosi/04_p_values.qmd",545,"*Codice: no · Tempo indicativo: 10 minuti*"
"metadato-esercizio","chapters/diagnosi/04_p_values.qmd",567,"*Codice: sì · Tempo indicativo: 15 minuti*"
"metadato-esercizio","chapters/diagnosi/04_p_values.qmd",597,"*Codice: no · Tempo indicativo: 10 minuti*"
"callout-note","chapters/diagnosi/05_degrees_of_freedom.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/diagnosi/05_degrees_of_freedom.qmd",631,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/diagnosi/05_degrees_of_freedom.qmd",654,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/diagnosi/05_degrees_of_freedom.qmd",682,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/diagnosi/05_degrees_of_freedom.qmd",702,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/diagnosi/05_degrees_of_freedom.qmd",710,"::: {.callout-note collapse=true title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/diagnosi/05_degrees_of_freedom.qmd",627,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/diagnosi/05_degrees_of_freedom.qmd",650,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/diagnosi/05_degrees_of_freedom.qmd",678,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/diagnosi/05_degrees_of_freedom.qmd",698,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-important","chapters/diagnosi/05_degrees_of_freedom.qmd",13,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-warning","chapters/diagnosi/05_degrees_of_freedom.qmd",67,"::: {.callout-warning title=""Due problemi distinti""}"
"callout-warning","chapters/diagnosi/05_degrees_of_freedom.qmd",615,"::: {.callout-warning title=""Implicazione per la lettura critica""}"
"callout-caution","chapters/diagnosi/05_degrees_of_freedom.qmd",31,"::: {.callout-caution collapse=true title=""Preparazione del notebook""}"
"sessionInfo","chapters/diagnosi/05_degrees_of_freedom.qmd",712,"sessionInfo()"
"metadato-esercizio","chapters/diagnosi/05_degrees_of_freedom.qmd",623,"*Codice: no · 5–10 minuti*"
"metadato-esercizio","chapters/diagnosi/05_degrees_of_freedom.qmd",639,"*Codice: no · 5–10 minuti*"
"metadato-esercizio","chapters/diagnosi/05_degrees_of_freedom.qmd",662,"*Codice: sì · 10–15 minuti*"
"metadato-esercizio","chapters/diagnosi/05_degrees_of_freedom.qmd",690,"*Codice: no · 10 minuti*"
"callout-note","chapters/estensioni/_intro_sec_glm.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/estensioni/01_glm_modello_osservazionale.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/estensioni/01_glm_modello_osservazionale.qmd",267,"::: {.callout-note collapse=""true"" title=""Approfondimento: la pendenza della curva logistica""}"
"callout-note","chapters/estensioni/01_glm_modello_osservazionale.qmd",367,"::: {.callout-note title=""Che cosa stiamo davvero generalizzando?""}"
"callout-note","chapters/estensioni/01_glm_modello_osservazionale.qmd",377,"::: {.callout-note collapse=""true"" title=""Approfondimento: prior, stima e diagnostica con `brms`""}"
"callout-note","chapters/estensioni/01_glm_modello_osservazionale.qmd",567,"::: {.callout-note collapse=""true"" title=""Probabilità attesa e nuova osservazione""}"
"callout-note","chapters/estensioni/01_glm_modello_osservazionale.qmd",634,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/estensioni/01_glm_modello_osservazionale.qmd",650,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/estensioni/01_glm_modello_osservazionale.qmd",660,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/estensioni/01_glm_modello_osservazionale.qmd",674,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/estensioni/01_glm_modello_osservazionale.qmd",678,"::: {.callout-note collapse=""true"" title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/estensioni/01_glm_modello_osservazionale.qmd",21,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/estensioni/01_glm_modello_osservazionale.qmd",630,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-important","chapters/estensioni/01_glm_modello_osservazionale.qmd",11,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-important","chapters/estensioni/01_glm_modello_osservazionale.qmd",141,"::: {.callout-important title=""Il punto epistemologico del GLM""}"
"callout-important","chapters/estensioni/01_glm_modello_osservazionale.qmd",311,"::: {.callout-important title=""Il parametro non è necessariamente la quantità scientifica finale""}"
"callout-caution","chapters/estensioni/01_glm_modello_osservazionale.qmd",25,"::: {.callout-caution collapse=""true"" title=""Preparazione del notebook""}"
"sessionInfo","chapters/estensioni/01_glm_modello_osservazionale.qmd",680,"sessionInfo()"
"metadato-esercizio","chapters/estensioni/01_glm_modello_osservazionale.qmd",618,"*Codice: no · 10 minuti*"
"metadato-esercizio","chapters/estensioni/01_glm_modello_osservazionale.qmd",640,"*Codice: no · 10–15 minuti*"
"metadato-esercizio","chapters/estensioni/01_glm_modello_osservazionale.qmd",656,"*Codice: no · 10 minuti*"
"metadato-esercizio","chapters/estensioni/01_glm_modello_osservazionale.qmd",666,"*Codice: no · 15 minuti*"
"callout-note","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",124,"::: {.callout-note collapse=""true"" title=""Approfondimento: quando i conteggi non sono confrontabili (offset)""}"
"callout-note","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",306,"::: {.callout-note collapse=""true"" title=""Approfondimento: adattare la binomiale negativa""}"
"callout-note","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",374,"::: {.callout-note title=""Dal modello osservazionale al processo""}"
"callout-note","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",407,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",427,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",463,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",473,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",477,"::: {.callout-note collapse=""true"" title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",35,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",280,"::: {.callout-tip collapse=""true"" title=""Perché la varianza marginale non è un test sufficiente""}"
"callout-tip","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",343,"::: {.callout-tip collapse=""true"" title=""E se la discrepanza fosse stata un'altra?""}"
"callout-tip","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",403,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",459,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-important","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",25,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-important","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",164,"::: {.callout-important title=""Una distribuzione è una parte della teoria del dato""}"
"callout-important","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",353,"::: {.callout-important title=""Descrivere meglio non significa spiegare di più""}"
"callout-caution","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",39,"::: {.callout-caution collapse=""true"" title=""Preparazione del notebook""}"
"articolo-elidato","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",158,"Per comprendere il significato dell'@eq-poisson-property è necessario distinguere due modi di intendere la var"
"sessionInfo","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",479,"sessionInfo()"
"metadato-esercizio","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",391,"*Codice: no · 10 minuti*"
"metadato-esercizio","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",415,"*Codice: no · 10 minuti*"
"metadato-esercizio","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",451,"*Codice: no · 15 minuti*"
"metadato-esercizio","chapters/estensioni/02_conteggi_distribuzione_ipotesi.qmd",469,"*Codice: no · 10–15 minuti · richiede l'approfondimento sull'offset*"
"callout-note","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",375,"::: {.callout-note collapse=""true"" title=""Approfondimento: prior e stima del modello di Poisson""}"
"callout-note","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",446,"::: {.callout-note collapse=""true"" title=""Approfondimento: controllo predittivo della dispersione""}"
"callout-note","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",520,"::: {.callout-note collapse=""true"" title=""Approfondimento: adattare la binomiale negativa""}"
"callout-note","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",601,"::: {.callout-note title=""Dal modello osservazionale al processo""}"
"callout-note","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",637,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",657,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",685,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",703,"::: {.callout-note collapse=""true"" title=""Soluzione commentata""}"
"callout-note","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",707,"::: {.callout-note collapse=""true"" title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",38,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",633,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-tip","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",699,"::: {.callout-tip collapse=""true"" title=""Suggerimento""}"
"callout-important","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",28,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-important","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",93,"::: {.callout-important title=""Una distribuzione è una parte della teoria del dato""}"
"callout-important","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",553,"::: {.callout-important title=""Descrivere meglio non significa spiegare di più""}"
"callout-caution","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",42,"::: {.callout-caution collapse=""true"" title=""Preparazione del notebook""}"
"articolo-elidato","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",71,"Nell'@eq-poisson-model, porre $\lambda_i = 4$ non significa che una data persona produrrà esattamente quattro "
"articolo-elidato","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",87,"Per comprendere il significato dell'@eq-poisson-property è necessario distinguere due modi di intendere la var"
"sessionInfo","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",709,"sessionInfo()"
"metadato-esercizio","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",621,"*Codice: no · 10 minuti*"
"metadato-esercizio","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",645,"*Codice: no · 10 minuti*"
"metadato-esercizio","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",681,"*Codice: no · 10–15 minuti*"
"metadato-esercizio","chapters/estensioni/02_conteggi_distribuzione_ipotesiOLD.qmd",691,"*Codice: no · 15 minuti*"
"callout-note","chapters/estensioni/03_quando_ordine_contiene_informazione.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/estensioni/03_quando_ordine_contiene_informazione.qmd",194,"::: {.callout-note collapse=""true"" title=""Approfondimento: inizializzazione stazionaria dell'AR(1)""}"
"callout-note","chapters/estensioni/03_quando_ordine_contiene_informazione.qmd",316,"::: {.callout-note collapse=""true"" title=""Approfondimento computazionale: prior e stima del modello dinamico i"
"callout-note","chapters/estensioni/03_quando_ordine_contiene_informazione.qmd",585,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/estensioni/03_quando_ordine_contiene_informazione.qmd",608,"::: {.callout-note collapse=true title=""Soluzione commentata""}"
"callout-note","chapters/estensioni/03_quando_ordine_contiene_informazione.qmd",631,"::: {.callout-note collapse=true title=""Elementi per la risposta""}"
"callout-note","chapters/estensioni/03_quando_ordine_contiene_informazione.qmd",651,"::: {.callout-note collapse=true title=""Elementi per la risposta""}"
"callout-note","chapters/estensioni/03_quando_ordine_contiene_informazione.qmd",657,"::: {.callout-note collapse=""true"" title=""Informazioni sull'ambiente di sviluppo""}"
"callout-tip","chapters/estensioni/03_quando_ordine_contiene_informazione.qmd",35,"::: {.callout-tip collapse=""true"" title=""Prerequisiti""}"
"callout-tip","chapters/estensioni/03_quando_ordine_contiene_informazione.qmd",581,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/estensioni/03_quando_ordine_contiene_informazione.qmd",604,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/estensioni/03_quando_ordine_contiene_informazione.qmd",627,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-tip","chapters/estensioni/03_quando_ordine_contiene_informazione.qmd",647,"::: {.callout-tip collapse=true title=""Suggerimento""}"
"callout-important","chapters/estensioni/03_quando_ordine_contiene_informazione.qmd",25,"::: {.callout-important appearance=""minimal"" .chapter-status}"
"callout-important","chapters/estensioni/03_quando_ordine_contiene_informazione.qmd",126,"::: {.callout-important title=""Il cambiamento essenziale""}"
"callout-important","chapters/estensioni/03_quando_ordine_contiene_informazione.qmd",533,"::: {.callout-important title=""Che cosa abbiamo guadagnato, e che cosa no""}"
"callout-warning","chapters/estensioni/03_quando_ordine_contiene_informazione.qmd",190,"::: {.callout-warning title=""Uno stato latente non è ancora un costrutto psicologico""}"
"callout-caution","chapters/estensioni/03_quando_ordine_contiene_informazione.qmd",39,"::: {.callout-caution collapse=""true"" title=""Preparazione del notebook""}"
"sessionInfo","chapters/estensioni/03_quando_ordine_contiene_informazione.qmd",659,"sessionInfo()"
"callout-note","chapters/estensioni/03_quando_ordine_contiene_informazioneOLD.qmd",3,"::: {.callout-note appearance=""minimal""}"
"callout-note","chapters/estensioni/03_quando_ordine_contiene_informazioneOLD.qmd",133,"::: {.callout-note collapse=""true"" title=""Approfondimento: inizializzazione stazionaria dell'AR(1)""}"
"callout-note","chapters/estensioni/03_quando_ordine_contiene_informazioneOLD.qmd",262,"::: {.callout-note collapse=""true"" title=""Approfondimento computazionale: dal modello al programma Stan""}"
